message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,,,link,final_link,image_text,link_text,description,Results
http://rochesterlavoz.com/orlando-ortiz-es-el-mas-reciente-profesor-honorario-del-programa-de-profesorado-minnet-del-instituto-tecnologico-de-rochester/ Orlando Ortiz es el más reciente en ser nombrado profesor honorario del programa de profesorado Frederick H. Minnet del Instituto Tecnológico de Rochester (RIT por sus siglas en inglés) y el octavo latino en obtener este nombramiento. Este programa busca emplear a personas distinguidas de distintos sectores en la comunidad que traen sus experiencias multiculturales y profesionales al Instituto Tecnológico de Rochester para servir por un año escolar.,https://www.facebook.com/231645603561681/posts/3565624186830456,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1729.0,1736.0,2020-10-20 16:56:11 EDT,2020-10-20,16:56:11,Link,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/orlando-ortiz-es-el-mas-reciente-profesor-honorario-del-programa-de-profesorado-minnet-del-instituto-tecnologico-de-rochester/,,,Orlando Ortiz es el más reciente profesor honorario del programa de profesorado Minnet del Instituto Tecnológico de Rochester - Rochester La Voz,Orlando Ortiz es el más reciente profesor honorario del programa de profesorado Minnet del Instituto Tecnológico de Rochester Por Marisol Galarza-Ruiz Marisol.galarza@rochesterlavoz.com (English version below.) Orlando Ortiz es el más reciente en ser nombrado profesor honorario del programa de pr...,
"http://rochesterlavoz.com/the-new-spider-man-representing-latino-culture-in-video-games/ ""The trailer starts off with us watching an adolescent spiderman sneak into his home in Harlem, through a snow-covered fire escaped draped with Puerto Rican flags. Miles meets with one of his friends and they walk through a pop-up street fair adorned with Puerto Rican flags, live music, people dancing bachata, and a mural of an Afro-Latina woman.""",https://www.facebook.com/231645603561681/posts/3567577659968442,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1730.0,1737.0,2020-10-21 11:16:49 EDT,2020-10-21,11:16:49,Link,3,0,0,3,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/the-new-spider-man-representing-latino-culture-in-video-games/,,,"The new Spider-Man, representing Latino culture in video games - Rochester La Voz","The new Spider-Man, representing Latino culture in video games By: Alberto Tabares-Galarza (Spanish version below.) One of the greatest struggles I had growing up as a young Latino was finding role models who I could look up to that represented me and my culture. I struggled with finding representat...",
Inauguración de la nueva Plaza Internacional - La Marketa,https://www.facebook.com/231645603561681/posts/3528653910527484,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-08 16:43:22 EDT,2020-10-08,16:43:22,Photo,5,2,0,0,3,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/LaVozRochester/photos/a.670500433009527/3528652017194340/?type=3,,,Photos from La Voz Rochester's post,,
"Primer domingo en la Marketa, Plaza Internacional",https://www.facebook.com/231645603561681/posts/622577508423359,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1726.0,1732.0,2020-10-11 14:20:47 EDT,2020-10-11,14:20:47,Live Video Complete,16,9,4,1,2,0,0,0,0,0,owned,Yes,164,190,0,00:04:19,,,https://www.facebook.com/LaVozRochester/videos/622577508423359/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FLaVozRochester%2Fvideos%2F622577508423359%2F,,,,
"http://rochesterlavoz.com/blacks-latinos-accounted-for-higher-percentage-of-monroe-county-od-deaths-in-2019/ El porcentaje de negros e hispanos que murieron a causa de la heroína y/o el fentanilo en 2019 aumentó con respecto al año anterior, mientras que las muertes entre los caucásicos disminuyeron.",https://www.facebook.com/231645603561681/posts/3520663591326516,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1726.0,1729.0,2020-10-06 15:04:08 EDT,2020-10-06,15:04:08,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/blacks-latinos-accounted-for-higher-percentage-of-monroe-county-od-deaths-in-2019/,,,"Blacks, Latinos Accounted for Higher Percentage of Monroe County OD Deaths in 2019 - Rochester La Voz","Patti Singer pattisinger@minorityreporter.net (Versión en español abajo.) The percentage of Blacks and Hispanics who died from heroin and/or fentanyl in 2019 increased from the previous year, while deaths among Caucasians decreased. The percentage of deaths from those substances among Blacks went ...",
"Miren como se celebró el primer domingo en la Plaza Internacional, La Marketa",https://www.facebook.com/231645603561681/posts/3540485026011039,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1726.0,1732.0,2020-10-11 16:54:12 EDT,2020-10-11,16:54:12,Photo,6,4,0,1,1,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/LaVozRochester/photos/a.670500433009527/3540483619344513/?type=3,,,Photos from La Voz Rochester's post,,
,https://www.facebook.com/231645603561681/posts/642017186511243,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-08 10:27:58 EDT,2020-10-08,10:27:58,Live Video Complete,3,3,0,0,0,0,0,0,0,0,owned,Yes,53,53,0,00:09:34,,,https://www.facebook.com/LaVozRochester/videos/642017186511243/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FLaVozRochester%2Fvideos%2F642017186511243%2F,,,,
"El Centro de Defensa Padre Laurence Tracy, la Liga de Acción Iberoamericana y Trillium Health anunciaron el 6 de octubre su coalición C.A.R.E. que los líderes dijeron que continuaría la revitalización de área de la Clinton Norte. http://rochesterlavoz.com/c-a-r-e-coalition-works-to-strengthen-north-clinton-neighborhood/",https://www.facebook.com/231645603561681/posts/3521359481256927,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-06 20:32:57 EDT,2020-10-06,20:32:57,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/c-a-r-e-coalition-works-to-strengthen-north-clinton-neighborhood/,,,C.A.R.E. Coalition Works to Strengthen North Clinton Neighborhood - Rochester La Voz,Patti Singer pattisinger@minorityreporter.net (Versión en español abajo.) The construction on La Marketa is not the only indication that things are different on North Clinton Avenue. Cooperation and collaboration among three organizations is designed to improve the quality of life by expanding hea...,
,https://www.facebook.com/231645603561681/posts/619596222045804,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-08 11:05:29 EDT,2020-10-08,11:05:29,Live Video Complete,4,4,0,0,0,0,0,0,0,0,owned,Yes,44,44,0,00:00:34,,,https://www.facebook.com/LaVozRochester/videos/619596222045804/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FLaVozRochester%2Fvideos%2F619596222045804%2F,,,,
"Inauguration of the International Plaza, La Marketa",https://www.facebook.com/231645603561681/posts/3527424050650470,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-08 10:49:32 EDT,2020-10-08,10:49:32,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/LaVozRochester/photos/a.670500433009527/3527423940650481/?type=3,,,,,
"http://rochesterlavoz.com/rochester-cuenta-con-una-nueva-plaza-internacional-la-marketa-con-sabor-latino/ El 8 de octubre se inauguró oficialmente la Plaza Internacional, La Marketa, ubicada en el 828 de la Clinton Norte. La Plaza Internacional, La Marketa es una plaza de temática hispana, donde busca dar espacio a espectáculos artísticos latinos y culturales y un lugar de reunión comunitaria. Al igual cuenta con vendedores locales de productos y comidas hispanas.",https://www.facebook.com/231645603561681/posts/3565626980163510,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1729.0,1736.0,2020-10-20 16:57:53 EDT,2020-10-20,16:57:53,Link,5,5,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/rochester-cuenta-con-una-nueva-plaza-internacional-la-marketa-con-sabor-latino/,,,"Rochester cuenta con una nueva Plaza Internacional, La Marketa, con sabor latino - Rochester La Voz","Rochester cuenta con una nueva Plaza Internacional, La Marketa, con sabor latino Por Marisol Galarza-Ruiz   Marisol.galarza@rochesterlavoz.com (English version below.) El 8 de octubre se inauguró oficialmente la Plaza Internacional, La Marketa, ubicada en el 828 de la Clinton Norte. El evento cont...",
"http://rochesterlavoz.com/se-expanden-los-servicios-y-los-programas-dirigidos-a-la-comunidad-latina-en-el-estado-de-nueva-york/ La Liga de Acción Iberoamericana (IBERO Action League) anunció el 1ro de octubre de 2020, en un comunicado de prensa, la incorporación de manera oficial del Centro Cívico ubicado en la región capital. El Centro Cívico es una organización sin fines de lucro que desde 1986 provee servicios y programas a la comunidad latina en los condados de Albany, Schenectady, Montgomery, Fulton y otros condados cercanos.",https://www.facebook.com/231645603561681/posts/3554221924637349,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1729.0,1735.0,2020-10-16 10:57:54 EDT,2020-10-16,10:57:54,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/se-expanden-los-servicios-y-los-programas-dirigidos-a-la-comunidad-latina-en-el-estado-de-nueva-york/,,,Se expanden los servicios y los programas dirigidos a la comunidad latina en el estado de Nueva York - Rochester La Voz,"Por Marisol Galarza-Ruiz Marisol.galarza@rochesterlavoz.com (English version bellow.) La Liga de Acción Iberoamericana (IBERO Action League) anunció el 1ro de octubre de 2020, en un comunicado de prensa, la incorporación de manera oficial del Centro Cívico ubicado en la región capital. El Centr...",
La edición de este mes Octubre. http://rochesterlavoz.com/wp-content/uploads/2020/10/Lavoz_Octubre_WEB.pdf,https://www.facebook.com/231645603561681/posts/3579000845492790,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1732.0,1741.0,2020-10-25 13:03:12 EDT,2020-10-25,13:03:12,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/LaVozRochester/photos/a.386054408120799/3579008235492051/?type=3,,,,,
"CARE Coalition to strengthen N. Clinton neighborhood ¡No más! El Centro de Defensa Padre Laurence Tracy, la Liga de Acción Iberoamericana y Trillium Health anunciaron el 6 de octubre su coalición C.A.R.E. que los líderes dijeron que continuaría la revitalización del corredor.",https://www.facebook.com/231645603561681/posts/2669181106666900,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1726.0,1729.0,2020-10-06 11:59:33 EDT,2020-10-06,11:59:33,Live Video Complete,5,5,0,0,0,0,0,0,0,0,owned,Yes,147,147,0,00:29:21,,,https://www.facebook.com/LaVozRochester/videos/2669181106666900/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FLaVozRochester%2Fvideos%2F2669181106666900%2F,,CARE Coalition to strengthen N. Clinton neighborhood ¡No más!,,
,https://www.facebook.com/231645603561681/posts/3333794180046966,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1724.0,1726.0,2020-10-08 10:03:58 EDT,2020-10-08,10:03:58,Live Video Complete,20,11,3,4,2,0,0,0,0,0,owned,Yes,113,233,0,00:01:35,,,https://www.facebook.com/LaVozRochester/videos/3333794180046966/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FLaVozRochester%2Fvideos%2F3333794180046966%2F,,First artistic performance at the new International Plaza,,
"What would 1,232 jobs in one place do for Rochester? http://rochesterlavoz.com/major-distribution-center-eyed-for-gates-could-help-equity-in-employment/ Gran centro de distribución con miras en Gates, podría ayudar a la equidad en el empleo Patti Singer pattisinger@minorityreporter.net ""Un importante centro de distribución podría llegar a Gates, trayendo consigo una proyección de 1,232 puestos de trabajo. El plan prevé operaciones 24 horas al día, 7 días a la semana, ""con la clasificación de los paquetes en cuatro turnos iguales de 308 empleados cada uno"". Aproximadamente 209 camiones entregarían paquetes cada día, principalmente entre las 7 p.m. y las 6 a.m. Los planes prevén 78 muelles de carga y 346 puestos de estacionamiento para remolques.""",https://www.facebook.com/231645603561681/posts/3576854569040751,La Voz Rochester,LaVozRochester,100063630546983,MEDIA_NEWS_COMPANY,US,News and Information for Rochester's Hispanic Community,2011-10-24 23:45:35,1731.0,1740.0,2020-10-24 18:06:50 EDT,2020-10-24,18:06:50,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,,,http://rochesterlavoz.com/major-distribution-center-eyed-for-gates-could-help-equity-in-employment/,,,Major Distribution Center Eyed for Gates Could Help Equity in Employment - Rochester La Voz,"Patti Singer pattisinger@minorityreporter.net (Versión en español disponible.) A major distribution center may be coming to Gates, bringing with it a projection of 1,232 jobs. The potential is significant and could have implications for ongoing racial equity work in Monroe County. “No one can re...",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.facebook.com/101582181995256/posts/387163506770454,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1492.0,2465.0,2022-06-02 14:10:36 EDT,2022-06-02,14:10:36,Photo,11,0,0,1,0,1,0,8,1,0,,-,0,0,0,,,,https://www.facebook.com/ABCNews/photos/a.10150095914943812/10161844678953812/?type=3,,,ABC News,"Dr. Preston J. Phillips and Dr. Stephanie J. Husen were two of the victims of the Tulsa mass shooting yesterday. 

A letter recovered on the suspect made it clear ""he came with the intent to kill Dr. Phillips and anyone who got in his way,"" officials say.  ""He blamed Dr. Phillips for the ongoing pain following the surgery."" https://abcn.ws/3xaEcbK:=:https://abcnews.go.com/US/tulsa-mass-shooter-allegedly-gunned-doctor-pain/story?id=85131370",0
I must look ugly on tv. The amount of times I hear “you are prettier in person” has me CONVINCED I be on y’all tv looking like a wet dog. 🙃🙃😂🤣,https://www.facebook.com/101582181995256/posts/399246288895509,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1553.0,2573.0,2022-06-21 13:07:50 EDT,2022-06-21,13:07:50,Status,98,7,30,0,4,5,52,0,0,0,,-,0,0,0,,,,,,,,,
"UPDATE: 6/11/22 10:16AM ALL JUVENILES HAVE BEEN CAUGHT! 🚨🚨BREAKING NEWS: EARLY THIS MORNING 4 JUVENILES ESCAPED FROM THE FORREST COUNTY JUVENILE DETENTION CENTER. THREE HAVE BEEN CAUGHT, ONE IS STILL ON THE RUN. Check my next post for the details!",https://www.facebook.com/101582181995256/posts/392797289540409,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1524.0,2525.0,2022-06-11 09:54:53 EDT,2022-06-11,09:54:53,Status,30,6,1,14,0,9,0,0,0,0,,-,0,0,0,,,,,,,,,
NEW FLAVOR ALERT! 🍨 WDAM got first dims on tasting the new Strawberry Lemonade. 🤗,https://www.facebook.com/101582181995256/posts/400598215426983,Mia Monet,MiaMonetOnAir,101582181995256,NEWS_PERSONALITY,US,"WDAM reporter who wants to tell your stories.
New Orleans Native.
Tuskegee University c/o 2020 ",2021-02-27 19:29:41,1552.0,2573.0,2022-06-23 15:10:21 EDT,2022-06-23,15:10:21,Photo,51,27,11,3,10,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/MiaMonetOnAir/photos/a.165489908937816/400597272093744/?type=3,,,,,
